rank,category,racename,race_id,rider_name,rider_id,points,jpp,date,ploegleider
3,1.WT3,National Championships Norway (Tverlandet) R.R.,43046,TILLER Rasmus Fossum,25623,1,25,2024-06-23,Jan
4,1.WT3,National Championships Norway (Tverlandet) R.R.,43046,LEKNESSUND Andreas,27653,0,20,2024-06-23,Paul
5,1.WT3,National Championships Norway (Tverlandet) R.R.,43046,AAS Eirik Vang,32427,0,18,2024-06-23,-
6,1.WT3,National Championships Norway (Tverlandet) R.R.,43046,SKAARSETH Anders,22938,0,16,2024-06-23,-
7,1.WT3,National Championships Norway (Tverlandet) R.R.,43046,AARNES Daniel Smajkic,29188,0,14,2024-06-23,-
8,1.WT3,National Championships Norway (Tverlandet) R.R.,43046,FELDMANN Karsten Larsen,32977,0,12,2024-06-23,-
9,1.WT3,National Championships Norway (Tverlandet) R.R.,43046,NORDHAGEN Jørgen,35592,0,10,2024-06-23,-
10,1.WT3,National Championships Norway (Tverlandet) R.R.,43046,SANDSTAD Halvor Utengen,35624,0,8,2024-06-23,-
1,NC4,National Championships Switzerland (Aire-la-Ville) R.R.,43044,SCHMID Mauro,29214,1,0,2024-06-23,Albert
1,NC5,National Championships Ukraine (Vidnyky) R.R. (prov.),43083,SYDOR Sergiy,31676,0.0,0,2024-06-23,-
1,NC5,National Championships Costa Rica (Perez Zeledon) R.R. (prov.),43093,BONILLA QUIROS Daniel Andres,23672,0.0,0,2024-06-23,-
1,NC5,National Championships Romania (Ocna Sibiului) R.R.,43089,RAILEANU Cristian,13770,0.0,0,2024-06-23,-
1,NC5,National Championships Luxembourg (Harlange) R.R.,43568,GENIETS Kévin,25763,0.0,0,2024-06-23,-
1,NC4,National Championships Hungary (Pannonhalma) R.R,43069,VALTER Attila,27198,1,0,2024-06-23,Paul
1,NC5,National Championships Sweden (Linköping) R.R.,43314,ERIKSSON Jacob,27920,0.0,0,2024-06-23,-
1,NC5,National Championships Turkey (Aksaray) R.R.,43087,ARIKAN Dogukan,31155,0.0,0,2024-06-23,-
1,NC4,National Championships Ireland (Athea) R.R. (prov.),43053,RAFFERTY Darren,31511,1,0,2024-06-23,Bram
1,NC5,"National Championships Slovakia (Jevicko, Cze) R.R. (prov.)",43081,KUBIS Lukas,29513,0.0,0,2024-06-23,-
